trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3328,False,"{'a': 0.001, 'e': 0.03586476291174875}",20,14,8.65491321256323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3329,False,"{'a': 0.001, 'e': 0.035828916075242495}",25,10,32.68054288689663,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3330,False,"{'a': 0.001, 'e': 0.0357931050676553}",20,0,28.05316249068766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3331,False,"{'a': 0.001, 'e': 0.03575732985317615}",35,17,17.78707431657766,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3332,False,"{'a': 0.001, 'e': 0.035721590396029845}",30,22,16.831070643565184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3333,False,"{'a': 0.001, 'e': 0.03568588666047689}",25,15,17.577810572415444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3334,False,"{'a': 0.001, 'e': 0.035650218610813585}",20,15,12.381606520910374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3335,False,"{'a': 0.001, 'e': 0.03561458621137186}",20,12,14.758756431335595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3336,False,"{'a': 0.001, 'e': 0.03557898942651932}",30,7,42.540017121361636,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3337,False,"{'a': 0.001, 'e': 0.03554342822065915}",30,14,17.88783952911382,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3338,False,"{'a': 0.001, 'e': 0.035507902558230185}",20,0,-20.744821444401357,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
3339,False,"{'a': 0.001, 'e': 0.03547241240370673}",25,11,12.111847816369403,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3340,False,"{'a': 0.001, 'e': 0.03543695772159864}",30,12,36.311111064948925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3341,False,"{'a': 0.001, 'e': 0.03540153847645121}",20,0,18.311203157047803,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3342,False,"{'a': 0.001, 'e': 0.03536615463284522}",20,10,20.27941331584965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3343,False,"{'a': 0.001, 'e': 0.035330806155396806}",20,8,21.558258664441816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3344,False,"{'a': 0.001, 'e': 0.03529549300875749}",20,6,20.289514676009137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3345,False,"{'a': 0.001, 'e': 0.03526021515761412}",25,11,24.605485210024074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3346,False,"{'a': 0.001, 'e': 0.035224972566688856}",25,8,19.789357185179075,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3347,False,"{'a': 0.001, 'e': 0.03518976520073909}",25,13,22.498025036145368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3348,False,"{'a': 0.001, 'e': 0.03515459302455746}",20,12,13.635967003352013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3349,False,"{'a': 0.001, 'e': 0.03511945600297177}",30,18,17.78258431696689,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3350,False,"{'a': 0.001, 'e': 0.035084354100845025}",25,17,15.81846356163172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3351,False,"{'a': 0.001, 'e': 0.035049287283075305}",25,6,32.21160856953732,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3352,False,"{'a': 0.001, 'e': 0.035014255514595784}",20,14,14.498197905350013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3353,False,"{'a': 0.001, 'e': 0.034979258760374686}",30,4,33.02329109848382,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
3354,False,"{'a': 0.001, 'e': 0.03494429698541527}",25,17,10.605326622275717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3355,False,"{'a': 0.001, 'e': 0.03490937015475576}",20,9,21.170305701997428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3356,False,"{'a': 0.001, 'e': 0.034874478233469314}",20,12,15.516439628299395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3357,False,"{'a': 0.001, 'e': 0.034839621186663984}",20,0,23.66437742258608,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3358,False,"{'a': 0.001, 'e': 0.03480479897948277}",25,3,26.45507384070224,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
3359,False,"{'a': 0.001, 'e': 0.03477001157710343}",25,11,25.38244428857536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3360,False,"{'a': 0.001, 'e': 0.03473525894473856}",25,15,13.415867318910639,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3361,False,"{'a': 0.001, 'e': 0.03470054104763552}",25,14,8.289991813644182,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3362,False,"{'a': 0.001, 'e': 0.03466585785107644}",20,15,8.168409362970053,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3363,False,"{'a': 0.001, 'e': 0.034631209320378095}",35,20,26.658379748995817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3364,False,"{'a': 0.001, 'e': 0.034596595420891954}",25,15,19.439225313963405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3365,False,"{'a': 0.001, 'e': 0.0345620161180041}",20,14,11.237276227470879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3366,False,"{'a': 0.001, 'e': 0.034527471377135265}",25,11,13.369229892587214,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3367,False,"{'a': 0.001, 'e': 0.03449296116374068}",20,7,23.598582021947628,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3368,False,"{'a': 0.001, 'e': 0.034458485443310136}",30,22,13.487409445938328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3369,False,"{'a': 0.001, 'e': 0.034424044181367894}",20,9,21.104526053495036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3370,False,"{'a': 0.001, 'e': 0.03438963734347271}",25,13,9.844695619828478,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3371,False,"{'a': 0.001, 'e': 0.03435526489521774}",25,17,17.429391655602064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3372,False,"{'a': 0.001, 'e': 0.03432092680223053}",30,13,32.24171801429266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3373,False,"{'a': 0.001, 'e': 0.034286623030172964}",20,3,27.345523220521276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3374,False,"{'a': 0.001, 'e': 0.0342523535447413}",25,7,34.372329916604045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3375,False,"{'a': 0.001, 'e': 0.03421811831166603}",35,27,17.909647047513616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3376,False,"{'a': 0.001, 'e': 0.034183917296711934}",25,10,26.921176674522574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3377,False,"{'a': 0.001, 'e': 0.03414975046567796}",20,16,7.470836180231952,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3378,False,"{'a': 0.001, 'e': 0.03411561778439732}",25,0,40.193505329918146,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3379,False,"{'a': 0.001, 'e': 0.034081519218737304}",25,11,22.740822607427713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3380,False,"{'a': 0.001, 'e': 0.034047454734599344}",35,23,23.744902822752273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3381,False,"{'a': 0.001, 'e': 0.03401342429791895}",20,14,12.234257742918883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3382,False,"{'a': 0.001, 'e': 0.033979427874665694}",20,2,-22.51100254344689,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
3383,False,"{'a': 0.001, 'e': 0.03394546543084315}",20,11,17.104589648868256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3384,False,"{'a': 0.001, 'e': 0.033911536932488856}",25,13,18.587727276461347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3385,False,"{'a': 0.001, 'e': 0.033877642345674315}",25,19,10.647149563001891,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3386,False,"{'a': 0.001, 'e': 0.03384378163650495}",30,13,30.55385028113124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3387,False,"{'a': 0.001, 'e': 0.033809954771120046}",25,15,20.363259344684323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3388,False,"{'a': 0.001, 'e': 0.03377616171569273}",25,13,4.200864891381147,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
3389,False,"{'a': 0.001, 'e': 0.03374240243642994}",25,11,28.044903011376476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3390,False,"{'a': 0.001, 'e': 0.033708676899572396}",25,13,12.422135760147249,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3391,False,"{'a': 0.001, 'e': 0.03367498507139457}",20,15,9.92874408211882,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3392,False,"{'a': 0.001, 'e': 0.03364132691820462}",20,1,32.56557674796657,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3393,False,"{'a': 0.001, 'e': 0.03360770240634438}",20,13,14.405470607682599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3394,False,"{'a': 0.001, 'e': 0.033574111502189356}",25,19,12.631808592483182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3395,False,"{'a': 0.001, 'e': 0.033540554172148636}",25,16,15.061059416301035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3396,False,"{'a': 0.001, 'e': 0.03350703038266488}",20,10,4.06693669555829,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3397,False,"{'a': 0.001, 'e': 0.03347354010021429}",25,20,8.951064696504737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3398,False,"{'a': 0.001, 'e': 0.0334400832913066}",20,13,14.970607992546334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3399,False,"{'a': 0.001, 'e': 0.03340665992248499}",20,12,12.700620918483029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3400,False,"{'a': 0.001, 'e': 0.03337326996032608}",20,5,24.69571306992794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3401,False,"{'a': 0.001, 'e': 0.033339913371439905}",20,6,25.96664715001585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3402,False,"{'a': 0.001, 'e': 0.03330659012246989}",20,0,28.860008510849852,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3403,False,"{'a': 0.001, 'e': 0.03327330018009277}",25,19,13.40623626949596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3404,False,"{'a': 0.001, 'e': 0.03324004351101861}",20,13,10.650363270722963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3405,False,"{'a': 0.001, 'e': 0.03320682008199072}",30,17,23.5759993498421,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3406,False,"{'a': 0.001, 'e': 0.03317362985978568}",20,0,26.577183827078436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3407,False,"{'a': 0.001, 'e': 0.033140472811213274}",20,13,13.878091812850215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3408,False,"{'a': 0.001, 'e': 0.03310734890311644}",20,16,6.818359713412092,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3409,False,"{'a': 0.001, 'e': 0.03307425810237125}",25,17,1.846441587951952,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3410,False,"{'a': 0.001, 'e': 0.03304120037588693}",25,15,15.972759081803177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3411,False,"{'a': 0.001, 'e': 0.03300817569060575}",20,10,18.21713852487839,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3412,False,"{'a': 0.001, 'e': 0.032975184013503}",20,11,18.87464417067377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3413,False,"{'a': 0.001, 'e': 0.032942225311587005}",30,8,38.24079941336664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3414,False,"{'a': 0.001, 'e': 0.03290929955189908}",20,10,17.05959605128511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3415,False,"{'a': 0.001, 'e': 0.03287640670151345}",25,6,22.721539863091596,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
3416,False,"{'a': 0.001, 'e': 0.03284354672753726}",20,14,11.200775057422351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3417,False,"{'a': 0.001, 'e': 0.032810719597110516}",20,10,20.370225474909844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3418,False,"{'a': 0.001, 'e': 0.032777925277406125}",20,10,14.817277143847537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3419,False,"{'a': 0.001, 'e': 0.03274516373562974}",30,16,23.176980530013953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3420,False,"{'a': 0.001, 'e': 0.03271243493901982}",25,8,25.898640498776132,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3421,False,"{'a': 0.001, 'e': 0.03267973885484755}",20,14,9.741827427372414,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3422,False,"{'a': 0.001, 'e': 0.03264707545041687}",20,12,11.852419728654066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3423,False,"{'a': 0.001, 'e': 0.03261444469306436}",20,8,21.320881556006196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3424,False,"{'a': 0.001, 'e': 0.03258184655015926}",35,21,23.587583867713917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3425,False,"{'a': 0.001, 'e': 0.03254928098910342}",20,13,0.436912230018337,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3426,False,"{'a': 0.001, 'e': 0.03251674797733129}",25,7,34.49903688941977,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3427,False,"{'a': 0.001, 'e': 0.032484247482309846}",35,17,24.56600383025972,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3428,False,"{'a': 0.001, 'e': 0.03245177947153859}",25,14,17.41693971632462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3429,False,"{'a': 0.001, 'e': 0.0324193439125495}",25,0,31.31633998051852,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3430,False,"{'a': 0.001, 'e': 0.03238694077290704}",25,18,13.949669667422631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3431,False,"{'a': 0.001, 'e': 0.03235457002020804}",30,8,20.025783833915217,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
3432,False,"{'a': 0.001, 'e': 0.03232223162208177}",25,3,17.641735140464654,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
3433,False,"{'a': 0.001, 'e': 0.0322899255461898}",20,8,19.373752947928025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3434,False,"{'a': 0.001, 'e': 0.032257651760226075}",30,16,16.028716491976496,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3435,False,"{'a': 0.001, 'e': 0.0322254102319168}",25,16,18.998322945302206,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3436,False,"{'a': 0.001, 'e': 0.03219320092902044}",25,17,13.845975324981348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3437,False,"{'a': 0.001, 'e': 0.032161023819327686}",30,20,18.966810270127695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3438,False,"{'a': 0.001, 'e': 0.03212887887066144}",25,12,21.019795626478956,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3439,False,"{'a': 0.001, 'e': 0.032096766050876746}",20,14,10.434394109534848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3440,False,"{'a': 0.001, 'e': 0.03206468532786077}",30,15,27.037403996348306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3441,False,"{'a': 0.001, 'e': 0.03203263666953279}",20,7,23.871163561902186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3442,False,"{'a': 0.001, 'e': 0.03200062004384415}",20,6,25.691940684569207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3443,False,"{'a': 0.001, 'e': 0.03196863541877823}",30,15,29.374855402560943,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3444,False,"{'a': 0.001, 'e': 0.03193668276235039}",20,8,22.210061650451657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3445,False,"{'a': 0.001, 'e': 0.03190476204260796}",20,12,15.907519122619991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3446,False,"{'a': 0.001, 'e': 0.031872873227630244}",25,14,20.190302322233663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3447,False,"{'a': 0.001, 'e': 0.03184101628552841}",25,14,20.48533870400644,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3448,False,"{'a': 0.001, 'e': 0.03180919118444552}",20,7,24.247692544813425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3449,False,"{'a': 0.001, 'e': 0.03177739789255645}",35,25,18.887196569365926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3450,False,"{'a': 0.001, 'e': 0.03174563637806794}",25,9,31.601480113993517,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3451,False,"{'a': 0.001, 'e': 0.03171390660921845}",20,14,9.805342657033393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3452,False,"{'a': 0.001, 'e': 0.0316822085542782}",25,8,30.611781035870965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3453,False,"{'a': 0.001, 'e': 0.03165054218154915}",25,13,23.21180086653391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3454,False,"{'a': 0.001, 'e': 0.031618907459364916}",20,5,24.441819853119043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3455,False,"{'a': 0.001, 'e': 0.031587304356090785}",25,10,14.81607543950691,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3456,False,"{'a': 0.001, 'e': 0.03155573284012364}",20,16,7.893629221286548,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3457,False,"{'a': 0.001, 'e': 0.031524192879891964}",20,12,14.217964180129833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3458,False,"{'a': 0.001, 'e': 0.031492684443855785}",20,15,6.996234974381123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3459,False,"{'a': 0.001, 'e': 0.03146120750050669}",20,3,27.937280825739645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3460,False,"{'a': 0.001, 'e': 0.03142976201836771}",20,12,15.035756589639682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3461,False,"{'a': 0.001, 'e': 0.03139834796599337}",25,14,16.83327815859157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3462,False,"{'a': 0.001, 'e': 0.0313669653119696}",20,6,21.031855344985882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3463,False,"{'a': 0.001, 'e': 0.03133561402491377}",25,12,11.643357995176128,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3464,False,"{'a': 0.001, 'e': 0.03130429407347458}",30,16,22.987640179879826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3465,False,"{'a': 0.001, 'e': 0.03127300542633206}",30,20,18.062305850134074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3466,False,"{'a': 0.001, 'e': 0.031241748052197565}",30,20,23.52058584698085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3467,False,"{'a': 0.001, 'e': 0.031210521919813744}",25,2,35.9071532332014,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3468,False,"{'a': 0.001, 'e': 0.031179326997954438}",25,7,34.332502130573566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3469,False,"{'a': 0.001, 'e': 0.03114816325542473}",20,12,17.39741289219321,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3470,False,"{'a': 0.001, 'e': 0.03111703066106086}",25,20,7.075126754138469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3471,False,"{'a': 0.001, 'e': 0.03108592918373026}",25,7,35.38101125267719,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3472,False,"{'a': 0.001, 'e': 0.03105485879233143}",20,14,11.717309941312497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3473,False,"{'a': 0.001, 'e': 0.031023819455793984}",25,13,-18.63399253815625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
3474,False,"{'a': 0.001, 'e': 0.03099281114307856}",35,26,19.31770184277115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3475,False,"{'a': 0.001, 'e': 0.030961833823176882}",25,11,25.522057224647636,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3476,False,"{'a': 0.001, 'e': 0.030930887465111603}",25,9,15.419583961039418,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3477,False,"{'a': 0.001, 'e': 0.030899972037936367}",30,10,27.60911924697439,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3478,False,"{'a': 0.001, 'e': 0.03086908751073573}",20,9,18.98368963955997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3479,False,"{'a': 0.001, 'e': 0.030838233852625192}",20,11,13.178219516404363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3480,False,"{'a': 0.001, 'e': 0.030807411032751076}",20,9,18.970185025933954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3481,False,"{'a': 0.001, 'e': 0.03077661902029056}",30,21,15.311645935218614,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3482,False,"{'a': 0.001, 'e': 0.030745857784451616}",20,6,21.245329435587735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3483,False,"{'a': 0.001, 'e': 0.03071512729447303}",35,26,17.109342635456084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3484,False,"{'a': 0.001, 'e': 0.0306844275196243}",25,3,36.68977069678081,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3485,False,"{'a': 0.001, 'e': 0.030653758429205646}",25,20,11.220446179372267,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3486,False,"{'a': 0.001, 'e': 0.03062311999254796}",35,15,34.82963277602144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3487,False,"{'a': 0.001, 'e': 0.030592512179012835}",20,8,20.68345823637215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3488,False,"{'a': 0.001, 'e': 0.030561934957992438}",20,0,32.67911282820757,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3489,False,"{'a': 0.001, 'e': 0.030531388298909546}",30,23,12.698572761903701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3490,False,"{'a': 0.001, 'e': 0.030500872171217483}",25,8,30.399719445959605,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3491,False,"{'a': 0.001, 'e': 0.030470386544400145}",20,13,11.229759251703989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3492,False,"{'a': 0.001, 'e': 0.03043993138797189}",20,14,10.061610378146092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3493,False,"{'a': 0.001, 'e': 0.030409506671477564}",30,15,3.144208724780631,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
3494,False,"{'a': 0.001, 'e': 0.03037911236449243}",25,10,24.459167787153177,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3495,False,"{'a': 0.001, 'e': 0.030348748436622202}",25,13,20.883848940150386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3496,False,"{'a': 0.001, 'e': 0.03031841485750294}",25,14,23.22433147628178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3497,False,"{'a': 0.001, 'e': 0.030288111596801063}",25,18,13.255518765407116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3498,False,"{'a': 0.001, 'e': 0.030257838624213294}",25,11,26.320519628703515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3499,False,"{'a': 0.001, 'e': 0.030227595909466682}",20,0,32.87185592495043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3500,False,"{'a': 0.001, 'e': 0.0301973834223185}",25,7,30.184448256260218,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3501,False,"{'a': 0.001, 'e': 0.03016720113255626}",30,16,25.184284284639958,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3502,False,"{'a': 0.001, 'e': 0.030137049009997648}",25,11,25.283395375150388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3503,False,"{'a': 0.001, 'e': 0.03010692702449057}",20,15,11.228919491354128,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3504,False,"{'a': 0.001, 'e': 0.03007683514591303}",20,5,16.44366186658423,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
3505,False,"{'a': 0.001, 'e': 0.03004677334417314}",30,12,31.385294900627834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3506,False,"{'a': 0.001, 'e': 0.030016741589209084}",20,9,20.592941552470528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3507,False,"{'a': 0.001, 'e': 0.029986739850989135}",20,12,15.120308552236633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3508,False,"{'a': 0.001, 'e': 0.029956768099511533}",20,12,13.044362949914838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3509,False,"{'a': 0.001, 'e': 0.02992682630480453}",25,16,13.744098842315736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3510,False,"{'a': 0.001, 'e': 0.029896914436926308}",20,12,13.127698351689332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
