trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2100,False,"{'a': 0.001, 'e': 0.1224564282529819}",20,8,20.32195122062425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2101,False,"{'a': 0.001, 'e': 0.12233403303253876}",20,9,19.687562535311994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2102,False,"{'a': 0.001, 'e': 0.12221176014613884}",20,13,11.513166758308527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'a': 0.001, 'e': 0.1220896094715092}",25,10,27.92778618961517,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'a': 0.001, 'e': 0.12196758088649925}",20,2,16.316467782648097,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2105,False,"{'a': 0.001, 'e': 0.12184567426908036}",20,16,6.625626015235106,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'a': 0.001, 'e': 0.12172388949734589}",20,14,9.419554547473162,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.001, 'e': 0.121602226449511}",25,10,27.936862382017598,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.001, 'e': 0.12148068500391276}",25,15,-27.170708421672536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2109,False,"{'a': 0.001, 'e': 0.12135926503900965}",25,3,27.64567462160638,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2110,False,"{'a': 0.001, 'e': 0.12123796643338168}",20,9,19.36433316959943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'a': 0.001, 'e': 0.1211167890657302}",20,5,-0.8458618535029072,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2112,False,"{'a': 0.001, 'e': 0.12099573281487792}",20,15,6.984896948650684,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2113,False,"{'a': 0.001, 'e': 0.12087479755976856}",25,9,28.600576052649647,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2114,False,"{'a': 0.001, 'e': 0.12075398317946681}",20,6,25.74470196148881,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2115,False,"{'a': 0.001, 'e': 0.12063328955315826}",20,8,21.16928162703415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.001, 'e': 0.12051271656014938}",20,9,15.351751275611216,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2117,False,"{'a': 0.001, 'e': 0.12039226407986708}",25,5,33.356599391627846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.001, 'e': 0.12027193199185891}",20,14,10.010910899943541,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.001, 'e': 0.12015172017579269}",20,8,22.83127372325457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2120,False,"{'a': 0.001, 'e': 0.12003162851145673}",25,7,32.482243927654785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2121,False,"{'a': 0.001, 'e': 0.11991165687875927}",20,6,-9.079510829040647,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
2122,False,"{'a': 0.001, 'e': 0.11979180515772868}",25,13,-32.29466747546108,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2123,False,"{'a': 0.001, 'e': 0.11967207322851317}",25,12,10.609141515885883,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2124,False,"{'a': 0.001, 'e': 0.11955246097138093}",20,6,24.555962274276794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2125,False,"{'a': 0.001, 'e': 0.11943296826671962}",30,1,37.725955976073564,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'a': 0.001, 'e': 0.11931359499503652}",25,16,9.781385442895822,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.001, 'e': 0.11919434103695832}",25,20,10.047033729104133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2128,False,"{'a': 0.001, 'e': 0.11907520627323114}",20,10,11.029860175826899,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'a': 0.001, 'e': 0.11895619058472015}",20,6,26.55326613548833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2130,False,"{'a': 0.001, 'e': 0.11883729385240965}",30,14,23.679682874525668,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2131,False,"{'a': 0.001, 'e': 0.11871851595740286}",20,7,15.911993529952714,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2132,False,"{'a': 0.001, 'e': 0.11859985678092198}",30,6,8.38195572413212,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
2133,False,"{'a': 0.001, 'e': 0.11848131620430775}",25,11,26.500139049395976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2134,False,"{'a': 0.001, 'e': 0.11836289410901962}",35,17,14.790584467394329,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2135,False,"{'a': 0.001, 'e': 0.1182445903766354}",25,14,19.07421842371136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2136,False,"{'a': 0.001, 'e': 0.11812640488885146}",35,24,10.647292580442205,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2137,False,"{'a': 0.001, 'e': 0.11800833752748224}",30,21,14.927978011942487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2138,False,"{'a': 0.001, 'e': 0.1178903881744604}",30,22,1.5216152496002537,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2139,False,"{'a': 0.001, 'e': 0.1177725567118365}",25,13,20.871333037183366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2140,False,"{'a': 0.001, 'e': 0.11765484302177918}",20,12,16.292531613527746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2141,False,"{'a': 0.001, 'e': 0.11753724698657468}",35,13,-3.1400501052564156,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
2142,False,"{'a': 0.001, 'e': 0.11741976848862698}",30,12,13.332299396099078,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2143,False,"{'a': 0.001, 'e': 0.11730240741045748}",20,11,15.985165173994115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2144,False,"{'a': 0.001, 'e': 0.11718516363470523}",30,4,-12.74147763316025,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
2145,False,"{'a': 0.001, 'e': 0.11706803704412637}",25,10,28.159946324862176,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2146,False,"{'a': 0.001, 'e': 0.11695102752159432}",20,8,21.89332177883877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2147,False,"{'a': 0.001, 'e': 0.11683413495009948}",20,7,23.155151520572968,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2148,False,"{'a': 0.001, 'e': 0.11671735921274938}",20,4,11.9089545525193,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
2149,False,"{'a': 0.001, 'e': 0.11660070019276822}",25,0,27.97489490581341,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2150,False,"{'a': 0.001, 'e': 0.11648415777349697}",25,13,22.15778733485938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2151,False,"{'a': 0.001, 'e': 0.11636773183839315}",20,8,19.579600386390222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2152,False,"{'a': 0.001, 'e': 0.11625142227103091}",20,14,0.21819927066609868,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2153,False,"{'a': 0.001, 'e': 0.11613522895510063}",20,11,8.884161657133461,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2154,False,"{'a': 0.001, 'e': 0.116019151774409}",20,15,9.176187597732639,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2155,False,"{'a': 0.001, 'e': 0.11590319061287874}",20,12,3.17940659303669,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2156,False,"{'a': 0.001, 'e': 0.1157873453545488}",30,13,18.760868187360884,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2157,False,"{'a': 0.001, 'e': 0.11567161588357389}",35,18,30.284736797853604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2158,False,"{'a': 0.001, 'e': 0.11555600208422448}",25,15,16.855331864024166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2159,False,"{'a': 0.001, 'e': 0.11544050384088674}",20,12,12.42685896050701,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2160,False,"{'a': 0.001, 'e': 0.11532512103806251}",25,15,14.504350201966162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2161,False,"{'a': 0.001, 'e': 0.11520985356036893}",20,14,10.644547713425686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2162,False,"{'a': 0.001, 'e': 0.11509470129253851}",25,14,10.67786603610355,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2163,False,"{'a': 0.001, 'e': 0.11497966411941893}",25,6,30.205810187314047,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2164,False,"{'a': 0.001, 'e': 0.11486474192597308}",30,20,9.582935035299645,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2165,False,"{'a': 0.001, 'e': 0.11474993459727875}",20,9,21.13312200199005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2166,False,"{'a': 0.001, 'e': 0.11463524201852858}",25,12,-17.60291570237852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2167,False,"{'a': 0.001, 'e': 0.11452066407502992}",30,24,12.463013737233918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2168,False,"{'a': 0.001, 'e': 0.11440620065220493}",25,13,-26.272319364490187,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
2169,False,"{'a': 0.001, 'e': 0.11429185163559014}",20,2,-3.003213173860927,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
2170,False,"{'a': 0.001, 'e': 0.1141776169108365}",25,0,35.77674383103329,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2171,False,"{'a': 0.001, 'e': 0.11406349636370923}",25,8,27.87725293080526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2172,False,"{'a': 0.001, 'e': 0.11394948988008788}",25,7,27.680390025954097,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2173,False,"{'a': 0.001, 'e': 0.11383559734596592}",30,20,17.6476660321631,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2174,False,"{'a': 0.001, 'e': 0.11372181864745078}",25,0,-14.054318253434555,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2175,False,"{'a': 0.001, 'e': 0.11360815367076371}",20,11,-24.88522248158596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2176,False,"{'a': 0.001, 'e': 0.11349460230223983}",25,13,-31.005391153330507,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2177,False,"{'a': 0.001, 'e': 0.11338116442832771}",20,6,26.7777924074772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2178,False,"{'a': 0.001, 'e': 0.11326783993558948}",25,15,16.654616436833507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2179,False,"{'a': 0.001, 'e': 0.11315462871070062}",20,7,24.376484258181296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2180,False,"{'a': 0.001, 'e': 0.11304153064044985}",20,9,-1.29256930925907,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2181,False,"{'a': 0.001, 'e': 0.11292854561173918}",25,14,20.395929112297296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2182,False,"{'a': 0.001, 'e': 0.11281567351158354}",30,8,37.20422413950727,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2183,False,"{'a': 0.001, 'e': 0.11270291422711082}",30,15,30.17790502170873,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2184,False,"{'a': 0.001, 'e': 0.11259026764556165}",30,0,48.971970817251666,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2185,False,"{'a': 0.001, 'e': 0.11247773365428958}",20,12,14.738180191313731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2186,False,"{'a': 0.001, 'e': 0.11236531214076052}",25,17,13.870342904718258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2187,False,"{'a': 0.001, 'e': 0.11225300299255297}",30,12,-13.341801914228224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2188,False,"{'a': 0.001, 'e': 0.11214080609735771}",20,16,6.655258028342248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2189,False,"{'a': 0.001, 'e': 0.11202872134297796}",20,9,-4.64831073484196,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2190,False,"{'a': 0.001, 'e': 0.11191674861732888}",25,7,-58.2911541261066,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
2191,False,"{'a': 0.001, 'e': 0.11180488780843774}",30,19,24.344586342943654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2192,False,"{'a': 0.001, 'e': 0.11169313880444368}",25,0,-11.490789500399206,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
2193,False,"{'a': 0.001, 'e': 0.11158150149359779}",25,8,15.868753921511777,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2194,False,"{'a': 0.001, 'e': 0.11146997576426268}",20,14,1.5917430424811334,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2195,False,"{'a': 0.001, 'e': 0.11135856150491262}",25,13,7.0488915485929855,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2196,False,"{'a': 0.001, 'e': 0.1112472586041333}",20,0,14.467009357823855,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2197,False,"{'a': 0.001, 'e': 0.1111360669506219}",25,7,27.089603642593143,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2198,False,"{'a': 0.001, 'e': 0.11102498643318673}",20,15,13.243210559660387,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2199,False,"{'a': 0.001, 'e': 0.11091401694074722}",20,5,13.109622761307985,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2200,False,"{'a': 0.001, 'e': 0.11080315836233387}",35,23,22.435645197283808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2201,False,"{'a': 0.001, 'e': 0.11069241058708815}",20,1,15.685431451492692,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2202,False,"{'a': 0.001, 'e': 0.11058177350426224}",25,14,-16.84487231069711,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
2203,False,"{'a': 0.001, 'e': 0.11047124700321906}",20,0,5.753303511645671,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2204,False,"{'a': 0.001, 'e': 0.11036083097343202}",20,14,-31.075155685394083,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2205,False,"{'a': 0.001, 'e': 0.11025052530448522}",20,10,19.35965903162206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2206,False,"{'a': 0.001, 'e': 0.1101403298860729}",25,15,20.19534169884071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2207,False,"{'a': 0.001, 'e': 0.11003024460799965}",20,15,9.636107137292983,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2208,False,"{'a': 0.001, 'e': 0.10992026936018012}",25,9,31.086018427724625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2209,False,"{'a': 0.001, 'e': 0.10981040403263917}",25,6,32.93756521851297,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2210,False,"{'a': 0.001, 'e': 0.10970064851551141}",20,13,3.11172044170666,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2211,False,"{'a': 0.001, 'e': 0.10959100269904129}",20,13,14.586405713755857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2212,False,"{'a': 0.001, 'e': 0.10948146647358296}",20,8,18.147295155451076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2213,False,"{'a': 0.001, 'e': 0.10937203972960027}",20,16,6.1644826244445685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2214,False,"{'a': 0.001, 'e': 0.10926272235766643}",20,6,20.011558801161943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2215,False,"{'a': 0.001, 'e': 0.10915351424846406}",25,18,1.466921365951284,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2216,False,"{'a': 0.001, 'e': 0.10904441529278498}",20,7,18.06382235729876,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2217,False,"{'a': 0.001, 'e': 0.10893542538153032}",30,14,28.71166781004659,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2218,False,"{'a': 0.001, 'e': 0.10882654440571013}",25,7,12.870140073815008,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2219,False,"{'a': 0.001, 'e': 0.10871777225644341}",35,15,30.144705505471503,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2220,False,"{'a': 0.001, 'e': 0.10860910882495796}",35,17,36.59659186576521,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2221,False,"{'a': 0.001, 'e': 0.10850055400259043}",30,20,16.858469587514918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2222,False,"{'a': 0.001, 'e': 0.10839210768078596}",25,16,17.223416709943773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2223,False,"{'a': 0.001, 'e': 0.10828376975109819}",20,12,10.551219921700415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2224,False,"{'a': 0.001, 'e': 0.10817554010518914}",25,18,10.879322742855456,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2225,False,"{'a': 0.001, 'e': 0.10806741863482926}",25,13,24.88386282356246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2226,False,"{'a': 0.001, 'e': 0.10795940523189702}",20,14,11.73118840572807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2227,False,"{'a': 0.001, 'e': 0.10785149978837902}",20,10,13.17225208571146,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2228,False,"{'a': 0.001, 'e': 0.10774370219636975}",25,14,-20.385470798066983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2229,False,"{'a': 0.001, 'e': 0.10763601234807169}",25,18,12.223570141304094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2230,False,"{'a': 0.001, 'e': 0.10752843013579495}",20,14,5.9276393234161215,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.001, 'e': 0.10742095545195732}",25,12,24.421972411409506,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.001, 'e': 0.10731358818908403}",25,10,11.093506410515147,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
2233,False,"{'a': 0.001, 'e': 0.10720632823980793}",20,9,-38.911588739333084,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
2234,False,"{'a': 0.001, 'e': 0.107099175496869}",25,8,29.45648296268854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.001, 'e': 0.10699212985311449}",25,12,27.48794978298167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2236,False,"{'a': 0.001, 'e': 0.1068851912014987}",20,10,21.623485132246035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2237,False,"{'a': 0.001, 'e': 0.10677835943508306}",30,13,30.236939203438872,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.001, 'e': 0.10667163444703576}",20,13,14.861429502580648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2239,False,"{'a': 0.001, 'e': 0.1065650161306318}",20,10,19.52560039298254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2240,False,"{'a': 0.001, 'e': 0.1064585043792528}",30,20,18.924784162964215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2241,False,"{'a': 0.001, 'e': 0.1063520990863871}",25,17,14.772059219281749,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2242,False,"{'a': 0.001, 'e': 0.10624580014562934}",25,20,8.889255962586908,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2243,False,"{'a': 0.001, 'e': 0.1061396074506806}",25,17,12.376847665985741,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2244,False,"{'a': 0.001, 'e': 0.1060335208953481}",20,10,18.79601965660623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2245,False,"{'a': 0.001, 'e': 0.10592754037354536}",20,12,14.007678653035882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2246,False,"{'a': 0.001, 'e': 0.10582166577929185}",30,8,38.18858352152124,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2247,False,"{'a': 0.001, 'e': 0.10571589700671291}",25,10,19.293049862545697,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2248,False,"{'a': 0.001, 'e': 0.10561023395003975}",25,16,14.981310788801322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2249,False,"{'a': 0.001, 'e': 0.1055046765036094}",20,12,14.432672081630624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2250,False,"{'a': 0.001, 'e': 0.10539922456186433}",20,5,-26.656044632922438,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2251,False,"{'a': 0.001, 'e': 0.10529387801935262}",20,16,7.348883178773026,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2252,False,"{'a': 0.001, 'e': 0.10518863677072765}",20,8,19.9902750401384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2253,False,"{'a': 0.001, 'e': 0.10508350071074826}",20,13,12.79385753352149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2254,False,"{'a': 0.001, 'e': 0.10497846973427834}",20,12,6.766559360346968,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2255,False,"{'a': 0.001, 'e': 0.1048735437362869}",25,8,26.36450772445998,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2256,False,"{'a': 0.001, 'e': 0.10476872261184789}",25,13,8.270316043216614,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2257,False,"{'a': 0.001, 'e': 0.10466400625614027}",25,16,15.880969795220162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.001, 'e': 0.10455939456444763}",20,9,19.647673456564537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2259,False,"{'a': 0.001, 'e': 0.10445488743215826}",20,8,26.195933469254783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.001, 'e': 0.104350484754765}",25,15,18.51777710028121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2261,False,"{'a': 0.001, 'e': 0.10424618642786522}",25,14,18.107221481427956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.001, 'e': 0.10414199234716055}",20,8,21.69106783044384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.001, 'e': 0.10403790240845692}",30,16,24.871413852902386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.001, 'e': 0.10393391650766431}",35,22,17.589681392278088,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2265,False,"{'a': 0.001, 'e': 0.10383003454079692}",20,9,19.730883757139683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2266,False,"{'a': 0.001, 'e': 0.10372625640397273}",20,12,5.3944133528410285,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2267,False,"{'a': 0.001, 'e': 0.10362258199341358}",25,13,10.914765269435362,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2268,False,"{'a': 0.001, 'e': 0.10351901120544502}",25,11,-27.296508922892567,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
2269,False,"{'a': 0.001, 'e': 0.10341554393649634}",20,14,-33.37599668201828,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2270,False,"{'a': 0.001, 'e': 0.1033121800831002}",25,3,23.424652841880334,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2271,False,"{'a': 0.001, 'e': 0.10320891954189276}",25,15,20.916706663103938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2272,False,"{'a': 0.001, 'e': 0.10310576220961341}",30,11,30.976765298983736,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2273,False,"{'a': 0.001, 'e': 0.10300270798310492}",25,10,30.356975599172305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.001, 'e': 0.102899756759313}",25,3,26.762970616144894,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2275,False,"{'a': 0.001, 'e': 0.1027969084352864}",20,4,11.351398521454025,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2276,False,"{'a': 0.001, 'e': 0.10269416290817676}",25,13,22.75758733114026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.001, 'e': 0.10259152007523863}",30,23,14.351367533778074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2278,False,"{'a': 0.001, 'e': 0.10248897983382912}",20,3,30.957844909933122,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.001, 'e': 0.102386542081408}",25,7,-6.464538698731051,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2280,False,"{'a': 0.001, 'e': 0.10228420671553744}",25,15,7.085755175297179,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2281,False,"{'a': 0.001, 'e': 0.10218197363388216}",20,11,16.9607935029008,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.001, 'e': 0.10207984273420903}",20,9,-22.326839689669644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
